region_key,model,replicate,seed,aligned,shuffled,delta,target_dimensions,predictor_scoring_called,predictor_calls_per_replicate,support_preserved,marginals_preserved
S0:SYN-OAK:clean_test,P3,37,110,0.0004844788874921311,0.0004840169673129967,4.6192017913438115e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,37,110,136.31662569148003,136.74855340492883,-0.43192771344880043,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,38,111,0.022405049297751584,0.0224811668175705,-7.611751981891762e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,38,111,0.0004844788874921311,0.00048400489874913117,4.739887429999301e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,38,111,136.31662569148003,137.11756611887049,-0.8009404273904579,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,39,112,0.022405049297751584,0.022457861767159956,-5.2812469408372587e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,39,112,0.0004844788874921311,0.0004847488709222954,-2.699834301642958e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,39,112,136.31662569148003,136.89679284161463,-0.5801671501345993,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,40,113,0.022405049297751584,0.02246902613486189,-6.3976837110305e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,40,113,0.0004844788874921311,0.0004837997814624371,6.791060296939882e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,40,113,136.31662569148003,136.2374371939893,0.0791884974907191,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,41,114,0.022405049297751584,0.022484133685839118,-7.908438808753443e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,41,114,0.0004844788874921311,0.00048453343200185355,-5.454450972245013e-08,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,41,114,136.31662569148003,136.74512804441773,-0.42850235293769856,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,42,115,0.022405049297751584,0.022506272678206703,-0.00010122338045511978,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,42,115,0.0004844788874921311,0.00048364348101422624,8.354064779048575e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,42,115,136.31662569148003,136.6697542011739,-0.35312850969387455,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,43,116,0.022405049297751584,0.02248485910129012,-7.980980353853792e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,43,116,0.0004844788874921311,0.0004842945490059017,1.8433848622941224e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,43,116,136.31662569148003,136.42601806770483,-0.10939237622480391,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,44,117,0.022405049297751584,0.02249873686565391,-9.368756790232788e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,44,117,0.0004844788874921311,0.00048429204537935917,1.8684211277193155e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,44,117,136.31662569148003,137.00413565255212,-0.6875099610720952,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,45,118,0.022405049297751584,0.02249468279705049,-8.963349929890646e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,45,118,0.0004844788874921311,0.0004845044057618813,-2.5518269750209564e-08,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,45,118,136.31662569148003,136.47780244534823,-0.16117675386820451,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,46,119,0.022405049297751584,0.0224650587113055,-6.000941355391656e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,46,119,0.0004844788874921311,0.00048385724151909674,6.216459730343606e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,46,119,136.31662569148003,136.75610443347367,-0.43947874199363923,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,47,120,0.022405049297751584,0.02247506541764136,-7.00161198897778e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,47,120,0.0004844788874921311,0.0004841517778654407,3.27109626690374e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,47,120,136.31662569148003,136.6258902055505,-0.3092645140704633,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,48,121,0.022405049297751584,0.02248595421167962,-8.090491392803711e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,48,121,0.0004844788874921311,0.0004845253701501623,-4.6482658031183396e-08,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,48,121,136.31662569148003,137.0419215149848,-0.72529582350478,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,49,122,0.022405049297751584,0.022483718248272937,-7.866895052135309e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,49,122,0.0004844788874921311,0.0004844854596089653,-6.572116834199695e-09,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,49,122,136.31662569148003,137.0822169700144,-0.765591278534373,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,50,123,0.022405049297751584,0.02247009149886063,-6.504220110904735e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,50,123,0.0004844788874921311,0.0004841405615546598,3.383259374713037e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,50,123,136.31662569148003,136.90509884869164,-0.5884731572116095,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,51,124,0.022405049297751584,0.02249012501842845,-8.507572067686583e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,51,124,0.0004844788874921311,0.0004836021788420909,8.767086500402021e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,51,124,136.31662569148003,136.8757549182852,-0.5591292268051689,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,52,125,0.022405049297751584,0.02246168975221373,-5.664045446214516e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,52,125,0.0004844788874921311,0.00048402172434016874,4.5716315196235764e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,52,125,136.31662569148003,136.62277109349947,-0.30614540201943896,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,53,126,0.022405049297751584,0.022448275936258574,-4.322663850699071e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,53,126,0.0004844788874921311,0.00048411491667376723,3.6397081836387355e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,53,126,136.31662569148003,136.96536534826456,-0.648739656784528,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,54,127,0.022405049297751584,0.022508449165885784,-0.00010339986813420049,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,54,127,0.0004844788874921311,0.0004838322454395772,6.466420525538981e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,54,127,136.31662569148003,137.10875820969716,-0.7921325182171302,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,55,128,0.022405049297751584,0.022484401074481956,-7.93517767303728e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,55,128,0.0004844788874921311,0.00048396007072656823,5.188167655628684e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,55,128,136.31662569148003,136.9590848622342,-0.6424591707541651,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,56,129,0.022405049297751584,0.0224916325640819,-8.658326633031663e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,56,129,0.0004844788874921311,0.00048438597519134856,9.291230078253788e-08,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,56,129,136.31662569148003,136.73524457981887,-0.4186188883388411,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,57,130,0.022405049297751584,0.02248937186091746,-8.43225631658763e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,57,130,0.0004844788874921311,0.0004840514640435045,4.274234486265874e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,57,130,136.31662569148003,137.05638291315162,-0.7397572216715957,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,58,131,0.022405049297751584,0.02249175942570081,-8.671012794922786e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,58,131,0.0004844788874921311,0.0004847350515152946,-2.5616402316350597e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,58,131,136.31662569148003,137.1071819979359,-0.7905563064558692,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,59,132,0.022405049297751584,0.022486719886615002,-8.16705888634188e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,59,132,0.0004844788874921311,0.0004839196823160479,5.592051760831742e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,59,132,136.31662569148003,136.68608963705128,-0.3694639455712547,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,60,133,0.022405049297751584,0.022456887522563928,-5.183822481234432e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,60,133,0.0004844788874921311,0.00048375934390199683,7.195435901342678e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,60,133,136.31662569148003,137.07064386530703,-0.7540181738270064,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,61,134,0.022405049297751584,0.022469340476661215,-6.429117890963121e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,61,134,0.0004844788874921311,0.00048374053770709757,7.383497850335305e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,61,134,136.31662569148003,136.50863716160396,-0.19201147012392994,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,62,135,0.022405049297751584,0.022481658242596497,-7.660894484491296e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,62,135,0.0004844788874921311,0.00048411180837886153,3.6707911326957013e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,62,135,136.31662569148003,136.98560886745935,-0.6689831759793208,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,63,136,0.022405049297751584,0.02245185886146259,-4.680956371100678e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,63,136,0.0004844788874921311,0.00048363328594341263,8.45601548718467e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,63,136,136.31662569148003,136.57710648826364,-0.2604807967836109,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,64,137,0.022405049297751584,0.022527884040458978,-0.00012283474270739433,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,64,137,0.0004844788874921311,0.0004843527291087039,1.2615838342717404e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,64,137,136.31662569148003,136.43803750981405,-0.1214118183340247,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,65,138,0.022405049297751584,0.022470269457180857,-6.522015942927312e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,65,138,0.0004844788874921311,0.0004840598996148902,4.1898787724091533e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,65,138,136.31662569148003,136.99928817618428,-0.6826624847042524,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,66,139,0.022405049297751584,0.022495462692628483,-9.041339487689953e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,66,139,0.0004844788874921311,0.0004846481735193596,-1.69286027228491e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,66,139,136.31662569148003,137.19622008666337,-0.8795943951833465,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,67,140,0.022405049297751584,0.022496135189213187,-9.108589146160362e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,67,140,0.0004844788874921311,0.00048447932878006243,-4.41287931326681e-10,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,67,140,136.31662569148003,135.86716418707377,0.4494615044062584,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,68,141,0.022405049297751584,0.022513498979165773,-0.00010844968141418901,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,68,141,0.0004844788874921311,0.0004842084569370489,2.70430555082224e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,68,141,136.31662569148003,136.88088916308317,-0.5642634716031409,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,69,142,0.022405049297751584,0.02248954026300578,-8.449096525419558e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,69,142,0.0004844788874921311,0.0004846283697236552,-1.4948223152409616e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,69,142,136.31662569148003,136.6435427059801,-0.3269170145000828,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,70,143,0.022405049297751584,0.0224861127635053,-8.106346575371612e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,70,143,0.0004844788874921311,0.0004836912837981748,7.87603693956293e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,70,143,136.31662569148003,136.6770999947839,-0.3604743033038744,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,71,144,0.022405049297751584,0.02244905713285522,-4.4007835103637705e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,71,144,0.0004844788874921311,0.0004836262293523096,8.526581398214748e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,71,144,136.31662569148003,136.69054613751348,-0.373920446033452,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,72,145,0.022405049297751584,0.022480760245495553,-7.571094774396978e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,72,145,0.0004844788874921311,0.0004841168215175842,3.6206597454690537e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,72,145,136.31662569148003,136.57661972647404,-0.2599940349940084,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,73,146,0.022405049297751584,0.022496161786553816,-9.111248880223216e-05,9,True,2,True,True
